age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,promotion_usage,satisfaction_score,Cluster
35,1,33870,0,3,2,0,12329,3,1,5,1
30,1,25397,0,0,0,2,5597,3,0,6,0
32,1,17332,1,3,0,0,6263,3,0,6,0
27,0,35674,0,3,0,0,11594,0,0,5,1
29,0,20521,2,3,0,1,8090,6,0,4,0
29,1,18316,0,1,0,0,6262,2,1,5,0
28,0,29305,0,0,0,1,12076,6,0,6,1
31,0,22285,3,0,2,0,6603,4,0,6,0
26,1,32090,2,1,1,0,9384,0,0,4,1
30,1,18035,1,0,1,2,6330,3,0,6,0
26,0,18716,0,2,2,0,5798,4,0,8,0
34,0,42433,3,2,0,0,10959,1,1,4,1
30,1,26406,0,3,1,0,12132,6,0,5,0
41,1,23033,3,2,0,1,10331,5,0,5,0
21,1,26911,1,0,1,1,11198,4,0,5,0
34,0,22194,0,3,0,2,8335,5,0,3,0
32,0,23157,0,0,1,1,8521,2,0,6,0
36,0,19323,0,1,2,0,7458,4,1,3,0
30,0,13040,3,3,0,0,4608,5,0,5,0
24,0,17076,1,2,0,0,4144,1,0,4,0
27,0,15470,1,2,0,0,6583,1,0,4,0
23,0,37528,0,2,0,2,11372,1,0,5,1
36,0,19414,1,3,0,1,7080,4,0,7,0
20,0,40602,3,2,0,0,14137,3,0,4,1
27,1,10081,0,1,0,1,3826,3,1,6,0
35,0,37049,1,2,0,0,12320,4,1,5,1
28,0,49947,0,0,0,0,21855,1,1,5,1
25,0,17572,0,2,1,1,6544,0,1,4,0
33,0,45234,2,3,1,0,15443,3,0,5,1
27,0,14492,2,3,1,0,4551,2,0,4,0
29,0,10233,1,0,0,0,3429,2,0,5,0
31,0,25317,0,0,0,1,8107,1,0,5,0
29,1,44514,1,3,1,0,15961,5,1,7,1
37,1,23542,1,0,0,0,9799,3,1,5,0
30,0,37535,1,3,0,0,15094,4,0,7,1
32,0,33596,1,0,1,1,11682,3,1,5,1
31,1,29104,0,0,0,1,10747,1,0,5,1
29,0,40762,2,2,0,2,13882,3,1,4,1
36,1,24525,3,0,1,0,6960,4,1,6,0
31,0,10848,3,3,1,0,4466,3,0,5,0
33,0,27555,2,2,1,0,9160,5,0,7,0
28,0,19842,1,0,0,1,8209,1,1,4,0
31,1,12424,0,0,0,1,4720,4,0,4,0
26,0,14156,1,2,0,0,7493,2,1,6,0
32,1,28730,0,0,0,1,10204,3,0,5,1
27,0,30872,3,3,0,0,9364,1,0,5,1
30,0,13451,3,3,0,1,5211,3,1,6,0
25,0,18272,3,3,0,0,7025,3,1,5,0
27,0,7547,2,0,2,1,1772,2,1,5,0
40,1,6400,0,2,2,1,1984,3,0,4,0
32,0,14437,2,3,0,1,4471,3,0,4,0
29,1,19321,2,3,1,2,6939,2,0,6,0
33,1,7431,2,3,0,2,2924,2,0,4,0
30,1,48117,1,0,0,1,16677,2,0,5,1
37,1,14479,0,3,0,2,4192,2,1,6,0
30,0,37776,1,3,1,0,14036,0,1,5,1
38,1,21357,3,0,0,2,7517,2,1,5,0
36,1,30595,1,0,0,1,11458,0,0,5,1
29,1,35702,1,1,0,0,11192,1,0,6,1
23,0,9088,1,3,0,2,3783,3,0,5,0
25,1,45710,1,0,0,0,14173,3,0,6,1
36,0,12062,2,3,2,2,4731,5,1,5,0
26,1,43458,1,0,0,1,11282,6,1,5,1
34,1,9930,1,0,0,0,3573,6,0,6,0
28,0,15917,0,0,0,0,6354,2,0,6,0
25,1,41634,0,0,0,0,19905,3,0,5,1
40,1,40026,0,3,0,0,12980,0,0,6,1
27,0,15701,1,0,1,1,6694,3,0,5,0
27,0,19970,1,1,1,0,7839,6,0,4,0
32,0,17640,0,1,0,0,5406,3,1,6,0
33,0,44282,2,1,0,0,18895,0,1,6,1
30,0,35815,0,3,1,1,11997,4,0,2,1
33,0,47958,2,0,0,2,16664,3,0,3,1
28,0,38129,1,1,1,0,10499,2,1,6,1
27,1,27465,0,1,0,0,8449,2,1,5,0
24,0,47507,2,1,0,0,18661,3,0,5,1
28,1,11959,2,2,0,0,4138,5,0,6,0
23,1,26128,3,3,1,1,8674,3,0,7,0
31,0,17013,0,1,0,0,5382,5,0,3,0
33,0,16852,0,1,1,2,6048,2,1,4,0
32,1,40410,3,3,0,0,13914,4,0,6,1
33,1,23275,1,2,1,1,6713,4,0,5,0
34,1,28383,2,1,0,1,9352,3,0,3,1
22,0,41108,1,1,1,0,16910,1,0,2,1
27,0,8222,3,0,0,0,3608,0,1,6,0
34,1,20001,0,1,2,0,5967,0,0,7,0
30,1,7945,2,2,2,0,3053,4,0,4,0
29,0,27492,3,3,0,1,8334,3,1,5,0
31,1,23970,0,1,0,0,7784,5,1,5,0
33,1,32096,1,3,0,0,9239,6,0,6,1
31,1,45561,1,0,0,0,17269,3,0,4,1
20,0,35159,1,0,1,0,12335,4,0,5,1
27,1,12330,1,3,0,0,3696,3,0,5,0
31,0,45198,0,3,0,1,17387,2,0,4,1
35,1,42916,1,0,1,2,11297,2,0,4,1
35,1,9903,1,0,0,0,3027,2,1,4,0
34,0,47306,1,3,0,0,18030,2,1,5,1
39,0,31438,1,0,0,2,13698,1,0,5,1
33,0,38395,2,2,0,0,13889,4,0,4,1
20,0,8067,2,1,0,0,3129,1,1,3,0
27,1,31847,0,3,1,0,11490,5,1,5,1
32,0,29213,2,1,2,0,10719,1,0,4,1
27,1,35562,1,0,2,1,16647,4,0,6,1
29,0,24682,0,0,0,1,7736,3,0,6,0
32,0,5412,1,0,1,2,1922,4,0,5,0
30,0,42434,3,2,1,0,13417,0,0,6,1
30,0,18846,3,3,1,0,6167,2,0,6,0
35,0,20375,0,1,0,0,7383,1,0,4,0
22,1,26694,0,1,0,2,7834,2,0,5,0
31,0,17032,2,0,0,0,4226,1,1,6,0
29,1,6526,2,3,0,1,2440,1,0,6,0
31,0,24210,0,3,0,2,8919,3,0,5,0
29,1,12603,1,0,1,0,3957,2,1,6,0
28,0,7784,2,1,0,2,2873,1,0,4,0
29,0,30394,1,0,1,0,13194,5,1,4,1
34,1,44874,0,1,1,1,14661,1,1,6,1
25,0,40849,0,3,1,0,13802,4,0,4,1
36,0,21338,0,0,2,1,7721,2,0,5,0
31,0,45595,0,2,0,1,15108,1,1,4,1
28,1,35508,3,3,0,0,12992,3,0,4,1
31,0,44137,3,0,0,0,20374,4,1,5,1
32,1,34956,3,0,0,0,12880,3,0,5,1
31,1,35141,3,1,1,1,12787,2,0,6,1
35,0,7523,1,3,0,0,3232,4,1,5,0
25,0,37945,2,0,2,0,16691,0,0,5,1
39,1,6495,1,3,2,0,2304,2,0,4,0
24,1,9180,1,0,1,0,3695,5,0,6,0
23,0,46368,1,2,1,0,17826,2,1,6,1
31,0,23786,0,0,0,2,7910,2,0,6,0
28,0,15237,1,2,0,0,3902,5,1,5,0
28,1,23122,1,3,0,2,10488,0,1,7,0
25,1,23765,2,1,0,2,7765,5,0,6,0
28,1,13810,1,0,1,1,4205,4,0,6,0
28,0,14715,1,0,0,2,5605,2,0,6,0
33,0,22476,1,2,0,1,8734,3,0,6,0
30,0,6637,1,3,0,0,3145,3,1,5,0
27,1,30259,0,1,2,2,11032,0,1,4,1
27,0,7208,1,1,0,0,2266,1,0,4,0
30,0,48439,1,3,0,0,16716,6,0,6,1
22,1,27145,0,0,0,0,6772,1,0,5,0
24,1,38136,0,1,0,0,13442,5,1,5,1
32,1,17342,1,1,1,0,6862,5,0,5,0
31,1,24047,0,1,1,1,9156,4,1,6,0
30,1,43348,1,3,1,1,17489,3,0,5,1
37,0,45818,1,3,1,0,15741,1,0,4,1
30,0,42881,0,3,0,0,13551,2,1,5,1
26,1,14439,0,0,0,0,5464,3,0,5,0
37,1,8772,0,0,1,0,4271,4,1,6,0
34,1,46249,0,1,1,1,18285,3,1,3,1
25,1,18635,1,0,2,0,7204,1,1,5,0
30,0,49246,2,3,2,0,19141,4,1,5,1
22,0,31089,1,1,0,1,11636,3,0,3,1
35,1,49685,0,0,1,2,17297,4,0,7,1
30,0,10743,1,0,1,0,3618,2,0,4,0
17,1,41373,0,2,1,0,17761,2,0,7,1
30,1,38713,3,1,1,1,13456,3,0,4,1
31,0,21049,2,1,1,2,6356,6,1,4,0
34,0,7643,1,0,1,0,2591,1,0,7,0
30,0,20332,1,1,1,2,7248,3,1,7,0
32,0,39158,1,2,2,1,12664,3,1,5,1
27,0,48225,3,0,2,1,16005,5,1,4,1
30,0,41954,0,3,2,1,14262,2,0,5,1
32,1,39184,0,3,2,1,12918,0,0,6,1
39,1,40812,2,1,0,2,12273,3,1,4,1
31,0,19328,2,3,0,0,4763,2,0,5,0
35,0,26146,1,0,0,0,8945,2,1,5,0
25,1,30608,1,3,0,0,9750,2,0,6,1
22,0,33578,0,0,0,0,12892,5,0,5,1
33,0,49084,1,1,0,0,18440,3,0,5,1
28,1,45921,0,2,2,0,16714,3,0,5,1
34,1,47879,3,0,1,0,14557,5,0,5,1
31,0,13833,0,1,0,2,5497,1,1,5,0
29,1,20667,0,3,1,0,7101,1,0,5,0
35,0,7399,3,3,0,0,1690,5,0,5,0
38,0,16107,2,0,2,1,6007,5,1,4,0
34,1,11542,1,2,1,0,3686,2,0,6,0
29,0,10097,2,3,1,1,3876,3,1,7,0
29,1,24322,1,1,1,0,9787,4,1,5,0
29,1,44539,0,2,0,2,17087,3,1,6,1
28,1,47171,0,0,0,0,14587,5,1,5,1
22,0,26044,0,3,0,0,8505,2,0,6,0
28,0,31936,2,2,0,2,8109,6,0,4,1
40,0,30205,1,1,2,2,10979,3,0,4,1
39,0,33619,2,3,0,0,10197,3,0,3,1
36,0,37108,2,0,1,1,12421,4,0,3,1
29,1,21916,1,3,2,2,10472,1,0,4,0
31,0,19840,0,1,1,2,6702,2,0,7,0
27,1,28214,3,0,2,0,7682,2,0,5,1
29,0,12478,1,1,0,0,4295,2,1,6,0
31,1,30404,0,1,1,2,9540,1,1,6,1
31,0,45659,1,3,2,1,15737,1,1,4,1
28,1,33517,0,0,0,0,10690,3,1,6,1
33,0,14331,1,3,0,0,5954,5,1,6,0
27,1,27904,0,2,0,0,12173,3,0,8,1
36,1,43263,0,3,2,0,11988,2,0,8,1
33,1,11349,0,3,0,0,3981,0,0,3,0
25,1,16089,2,3,1,0,5582,3,0,5,0
28,0,14538,2,3,0,2,6297,3,0,5,0
35,1,11073,3,1,0,0,3671,3,0,5,0
29,1,28172,1,3,0,2,9251,2,1,4,1
37,1,23150,2,2,0,2,6893,6,0,5,0
32,0,43865,3,3,1,2,15372,3,0,5,1
21,0,23837,1,1,2,2,7906,2,1,6,0
31,1,46191,1,3,2,2,19680,1,1,5,1
33,1,26958,1,0,0,1,10217,4,0,5,0
26,1,22691,2,2,0,0,7647,3,0,5,0
22,0,13400,2,3,0,0,5189,1,0,5,0
31,0,7560,1,2,1,0,2364,4,1,6,0
38,0,29143,1,0,1,0,10503,5,0,5,1
34,0,15514,0,0,0,0,4995,0,0,4,0
24,1,39048,1,3,0,0,12902,3,0,6,1
33,1,34438,0,1,0,2,13574,4,0,2,1
27,1,16827,1,2,1,1,5897,0,0,5,0
30,0,38235,0,0,0,1,11563,4,0,4,1
24,1,41723,2,2,1,0,14829,0,1,4,1
35,0,21473,0,0,2,1,8809,5,0,5,0
36,0,38960,1,0,1,0,13081,4,0,5,1
30,0,7103,0,2,2,0,2501,3,0,5,0
27,1,8509,2,0,0,2,3190,5,1,6,0
38,0,13171,1,0,2,0,4763,1,1,4,0
33,0,7563,0,1,0,2,2283,0,1,3,0
25,0,48300,0,0,0,0,17515,2,0,5,1
32,0,47525,0,3,1,2,14020,0,1,4,1
32,1,26470,1,0,1,0,8497,4,0,5,0
33,1,48440,0,3,0,2,16868,3,1,3,1
26,0,22514,0,2,1,1,8442,2,0,5,0
28,1,18615,1,1,0,2,6727,3,0,6,0
24,1,27516,1,3,0,1,8986,3,0,6,0
33,1,22637,1,3,0,0,7379,6,1,5,0
30,0,30263,0,1,1,1,10571,3,0,4,1
28,1,14856,1,2,1,1,5286,3,1,6,0
31,0,24313,0,1,0,0,9600,3,0,4,0
37,1,48685,2,2,1,2,17850,6,0,5,1
32,1,29739,1,0,0,2,9509,2,0,6,1
29,0,48158,0,2,0,0,18206,4,1,6,1
33,0,29083,2,3,0,1,10401,4,0,7,1
27,1,12586,1,2,0,0,4825,2,0,5,0
25,0,14213,0,1,1,1,4822,3,1,4,0
34,1,20136,1,1,1,0,7313,5,1,6,0
22,1,28654,3,1,0,2,12538,0,0,5,1
33,0,44706,1,2,0,0,16875,0,1,4,1
29,1,33685,1,0,0,1,9430,2,0,5,1
28,1,46088,0,0,2,2,14573,3,0,5,1
31,0,48371,1,3,0,1,18496,5,0,5,1
24,0,9387,0,1,0,0,3184,1,1,4,0
32,0,48510,1,0,1,0,16727,4,0,5,1
24,0,29898,3,3,0,1,11742,6,0,6,1
25,1,13063,0,3,0,0,5204,0,1,2,0
33,0,43682,0,3,0,0,17154,4,1,5,1
29,1,28999,1,3,2,1,12226,5,0,6,1
29,1,24158,0,3,0,1,4396,2,0,5,0
32,1,17792,1,2,0,0,5126,4,1,5,0
30,1,10333,1,3,1,2,3797,1,0,6,0
32,1,11041,2,0,0,0,4583,3,0,5,0
28,0,22800,1,2,1,1,7912,3,1,4,0
34,0,35718,1,2,0,2,11108,3,1,6,1
35,1,7921,0,0,1,2,2414,3,0,3,0
35,1,31323,1,2,0,0,9809,1,0,6,1
31,1,42682,0,1,0,0,16348,3,1,5,1
26,1,39616,0,0,1,0,16347,3,0,5,1
33,1,38176,0,2,0,0,15200,3,0,6,1
39,1,27744,0,1,2,1,10701,4,1,5,1
30,1,16169,3,2,0,0,5559,3,0,7,0
33,1,14521,2,1,0,0,5159,2,1,5,0
33,0,35462,1,0,0,0,10362,2,1,6,1
28,0,28128,3,2,1,1,10008,6,0,4,1
38,1,11044,2,3,0,0,3874,5,0,7,0
38,1,5178,1,2,0,0,1837,2,1,5,0
27,1,13840,0,3,0,0,4480,2,1,6,0
29,0,32644,2,2,0,0,12962,3,1,6,1
29,1,18950,0,1,0,0,6989,4,0,5,0
28,1,12201,1,0,1,1,4280,4,0,4,0
30,0,44588,0,0,0,2,17644,4,0,5,1
34,0,39977,3,1,0,1,13963,3,0,7,1
29,0,10098,2,0,0,0,3602,3,1,5,0
36,0,48657,1,0,0,1,16208,5,0,4,1
28,0,21894,0,1,0,1,6524,4,0,7,0
35,0,45316,1,0,0,0,16541,4,0,6,1
32,0,23096,1,0,0,0,7632,2,1,5,0
32,0,14337,2,3,1,1,5070,4,0,4,0
24,0,30590,1,0,1,0,9303,3,1,4,1
23,0,46894,1,2,0,0,10669,2,1,4,1
25,1,41636,1,2,0,0,15606,6,1,5,1
29,0,37309,2,3,1,0,13158,1,0,5,1
35,0,35125,1,0,1,2,13020,6,0,4,1
32,0,19518,0,1,0,1,8449,4,0,6,0
28,1,23492,3,0,1,1,6820,2,1,4,0
29,0,39665,1,3,0,0,16996,1,0,5,1
26,0,30772,0,3,1,2,9432,1,1,3,1
29,1,8266,1,2,2,0,2851,3,0,5,0
31,0,9515,3,0,0,0,3517,2,1,3,0
17,0,8828,0,1,0,2,3805,5,0,6,0
34,1,39645,1,3,0,0,15319,3,0,6,1
37,0,36840,0,0,0,2,13382,1,0,5,1
38,0,22680,2,3,0,0,7719,2,0,5,0
35,1,22091,1,2,1,1,6559,5,0,6,0
36,0,5743,1,1,2,1,2045,3,1,3,0
20,1,7162,1,3,0,0,2342,6,0,4,0
25,0,31436,2,0,1,2,13801,3,0,7,1
29,0,18900,0,1,0,1,5939,1,0,7,0
26,0,28211,2,3,1,0,10033,3,0,5,1
24,1,46911,1,1,0,1,16669,5,0,5,1
37,1,15277,2,0,1,2,5692,3,1,6,0
33,0,6848,1,1,0,2,2535,2,0,4,0
27,0,49503,0,3,1,1,20041,1,0,5,1
32,1,49747,0,1,0,2,14608,1,0,4,1
38,1,35392,1,0,1,2,10178,4,1,6,1
28,0,17033,0,1,0,0,4888,1,0,4,0
27,0,34241,3,1,0,0,11044,5,0,5,1
24,1,36049,1,3,0,2,10452,2,0,5,1
32,0,10607,1,2,2,2,3672,1,1,6,0
30,0,24685,1,0,0,2,9489,3,0,5,0
30,1,6143,2,0,0,0,1891,1,0,4,0
40,0,23490,2,0,0,1,8859,0,0,5,0
33,0,19510,2,1,0,2,6348,4,1,3,0
39,1,22993,0,0,2,1,9620,2,0,4,0
34,1,38039,3,3,0,0,13658,1,0,6,1
30,0,33291,1,1,1,1,12060,5,1,5,1
30,1,5556,2,3,1,2,2028,3,0,6,0
29,1,25807,2,1,2,0,10310,3,1,5,0
36,1,7385,1,0,1,0,2126,2,0,5,0
32,0,15816,1,1,1,1,5161,6,1,5,0
38,0,18841,1,0,1,0,7637,4,0,5,0
37,1,27317,0,1,1,0,9480,3,0,5,0
32,1,46946,1,0,1,0,14205,3,0,5,1
28,1,34649,0,1,2,0,11172,3,1,5,1
29,1,27186,3,0,0,0,7824,5,0,7,0
35,0,32148,0,2,1,2,10527,5,0,5,1
25,0,37822,1,3,0,2,12988,3,0,7,1
30,1,10992,0,2,1,0,3222,0,0,7,0
29,0,43011,0,2,0,0,11422,0,0,4,1
23,1,19986,3,3,0,0,8235,4,0,5,0
29,0,11229,0,1,1,2,4523,3,0,6,0
29,1,15167,1,0,0,0,4261,2,1,5,0
31,0,24443,2,0,0,0,7940,6,0,7,0
34,1,44222,1,2,0,0,18585,3,1,6,1
34,0,23272,2,1,1,2,8154,2,0,5,0
25,0,18665,2,0,0,0,6275,3,1,3,0
41,1,27159,0,2,0,1,8646,3,0,4,0
35,1,20098,2,1,0,1,7432,3,0,5,0
25,1,23966,3,2,0,0,8093,3,0,5,0
39,0,27125,1,3,1,0,11063,6,0,5,1
32,0,36215,2,3,1,0,11525,4,0,5,1
23,1,35794,1,1,0,2,15359,2,0,5,1
37,0,10008,1,2,0,1,4309,3,0,5,0
34,0,40797,0,2,2,0,15042,2,0,5,1
28,1,34507,3,0,0,2,11744,6,1,7,1
29,0,29982,1,2,0,0,9191,1,0,4,1
35,0,19832,0,1,0,0,6504,6,1,4,0
30,0,16681,1,1,1,0,6963,3,0,5,0
34,1,8560,1,0,1,1,3173,1,0,4,0
25,0,21931,0,0,1,2,8877,2,1,6,0
32,0,41241,0,0,2,1,13136,2,0,3,1
26,0,25380,1,2,0,2,6956,1,0,5,0
35,0,41244,3,2,0,0,16015,3,0,7,1
25,1,21533,1,3,0,2,5272,5,0,5,0
25,0,12712,0,0,0,2,4895,6,0,6,0
28,0,39842,0,0,0,0,11350,3,0,6,1
25,0,13550,0,3,1,1,3751,2,0,6,0
38,1,32065,3,1,1,0,11633,2,1,5,1
35,1,11286,2,3,0,0,2886,3,1,6,0
24,0,8702,0,0,0,0,2895,5,0,6,0
36,1,20507,1,0,2,0,7400,4,0,4,0
36,1,30085,1,3,0,1,10572,3,1,7,1
30,0,5402,1,1,1,2,1724,0,1,5,0
32,1,16979,1,2,1,0,6459,1,0,5,0
29,1,34417,1,1,0,1,11161,3,0,5,1
36,1,37620,2,1,1,0,13644,5,0,6,1
31,0,20560,0,1,2,0,8793,2,0,4,0
30,1,38459,1,3,1,2,12897,2,1,5,1
25,0,14380,2,2,0,0,4360,1,0,4,0
33,0,15704,3,3,0,2,6057,0,1,6,0
30,0,21034,0,1,0,0,6653,3,0,6,0
28,1,6086,0,0,0,2,1489,3,0,6,0
32,1,39472,2,1,0,1,14653,2,0,4,1
26,1,8340,0,3,0,0,3287,2,1,6,0
31,0,14538,1,0,0,0,5136,1,0,7,0
31,1,12941,2,0,2,2,4359,3,0,5,0
36,0,31391,1,3,2,0,9813,2,0,6,1
36,0,30086,2,2,0,1,11135,3,0,5,1
26,1,22547,1,0,1,2,7432,4,0,7,0
34,1,34679,1,0,2,1,13542,4,1,5,1
26,0,42226,0,0,1,1,13173,1,0,7,1
30,0,34431,2,1,0,1,9947,3,0,4,1
33,1,29787,0,2,1,1,10642,4,0,4,1
31,1,39818,3,1,1,1,11437,0,0,5,1
36,0,8764,1,0,0,0,3128,3,0,6,0
31,0,41860,2,1,1,1,16153,4,0,6,1
30,1,23459,2,0,2,2,9255,4,0,4,0
27,1,8080,0,3,0,0,3418,1,0,5,0
28,1,11418,1,0,1,2,4655,4,0,4,0
35,0,36869,0,1,0,0,11499,1,0,6,1
29,0,18033,2,1,0,1,4619,3,0,4,0
30,1,34893,1,1,2,1,12084,0,0,6,1
32,1,10127,0,1,0,1,4705,2,0,6,0
35,1,11322,0,3,0,2,3453,2,1,5,0
32,1,20195,1,3,0,0,4686,4,0,7,0
30,1,36672,2,1,0,2,12598,1,0,7,1
28,0,22101,0,2,0,1,6977,3,0,4,0
30,1,21206,1,3,0,0,8435,4,0,5,0
25,1,33391,0,1,2,0,11523,1,0,7,1
28,1,21194,3,0,0,0,8618,2,0,4,0
35,0,21649,2,3,0,1,7659,5,0,3,0
31,1,27261,1,0,0,0,10535,3,0,6,1
36,0,7294,1,0,1,0,2745,1,0,5,0
24,1,20713,1,2,0,0,7667,3,0,5,0
39,1,46407,1,3,1,1,22180,4,0,4,1
28,0,48067,1,3,1,0,14369,3,0,5,1
24,1,8153,0,0,2,0,3257,2,0,4,0
32,0,14363,0,1,0,1,5368,3,0,6,0
31,1,41194,2,1,0,1,16211,2,0,6,1
27,1,5847,1,2,0,0,1995,3,1,5,0
38,1,43327,1,2,0,0,16396,3,0,4,1
33,1,39114,1,3,0,0,12735,3,0,5,1
32,0,9660,2,0,0,0,2768,5,1,5,0
33,0,35575,3,1,0,2,12820,2,0,4,1
31,0,20489,2,0,1,0,5423,4,0,4,0
33,1,31443,0,0,1,2,8344,3,0,7,1
21,1,23312,2,1,0,1,8542,4,0,5,0
26,1,32437,1,1,1,1,12296,5,1,7,1
24,1,33362,3,0,0,2,11239,4,0,6,1
29,0,9784,2,2,0,0,4911,3,0,6,0
41,0,38670,0,0,0,0,15128,3,1,4,1
31,1,29230,3,1,1,0,11784,6,0,5,1
30,1,22163,0,0,1,2,8136,3,0,5,0
27,0,14074,0,3,1,0,6759,5,0,5,0
34,1,25476,1,3,1,1,8008,3,0,5,0
26,1,12453,0,0,0,2,3475,3,0,5,0
28,1,11120,1,2,2,1,3260,3,0,5,0
30,1,7442,3,3,1,1,2462,3,0,4,0
32,1,24027,2,0,0,2,8935,3,0,5,0
26,0,6828,1,0,0,0,2323,4,0,5,0
19,1,9103,0,1,1,1,2877,2,0,6,0
26,0,30387,2,3,1,0,12045,3,0,5,1
26,1,40862,0,3,0,0,13883,4,0,4,1
31,1,11996,2,3,0,0,4216,4,0,7,0
27,0,22692,1,0,1,1,7693,2,1,3,0
29,1,42425,1,0,0,0,12583,3,0,4,1
25,1,11825,0,0,2,1,3419,4,0,5,0
30,0,38463,1,2,0,1,12685,1,1,5,1
30,0,44079,1,0,0,1,11923,0,0,6,1
35,1,45038,3,2,0,0,15661,2,0,5,1
28,1,40771,3,2,2,0,12910,3,0,5,1
33,0,14656,3,0,0,2,4934,4,0,5,0
27,1,44312,2,0,2,1,13289,6,0,3,1
33,1,14372,0,3,0,1,4447,2,0,5,0
32,1,5025,0,3,1,0,1721,4,1,4,0
21,0,30941,0,0,0,1,11568,6,0,5,1
28,1,36602,0,1,1,0,12934,1,0,7,1
30,1,6792,1,3,0,1,1637,1,0,6,0
29,0,29534,1,0,0,1,7356,5,1,5,1
40,1,40223,1,3,0,0,15086,3,0,6,1
30,0,46770,0,0,0,1,20933,1,0,5,1
24,0,23051,1,2,0,1,6833,3,1,4,0
31,0,31287,1,1,0,0,11040,4,0,4,1
35,1,47398,0,2,1,1,15357,2,1,5,1
27,0,32941,0,1,0,0,14333,2,1,5,1
33,1,44472,1,3,2,2,13493,3,0,5,1
31,1,39447,0,1,0,1,15014,3,0,6,1
35,0,16767,3,2,2,0,5121,6,0,6,0
29,1,36094,3,3,0,0,13216,3,0,6,1
31,1,6189,2,3,0,2,2290,3,0,5,0
37,1,38220,2,1,1,0,13919,5,1,4,1
29,0,33253,0,0,2,1,12790,5,1,5,1
36,1,43875,3,0,0,2,13493,3,0,3,1
35,1,43693,0,0,0,2,17867,5,0,6,1
28,0,21751,0,2,0,1,8936,3,0,5,0
26,0,32432,2,3,2,1,12614,2,1,5,1
38,0,29263,1,3,0,1,8374,2,0,5,1
33,0,13473,2,1,0,0,4140,2,0,4,0
29,1,44794,2,0,0,0,18056,2,0,6,1
36,0,47670,2,0,0,0,10469,3,0,5,1
30,0,34993,0,1,0,0,10800,1,0,6,1
34,0,32754,2,2,1,2,11113,6,0,4,1
34,0,44353,0,0,1,0,13358,5,1,5,1
24,0,12940,2,3,0,0,4623,2,1,6,0
30,0,22749,0,3,2,1,6678,2,0,5,0
27,1,18185,1,3,1,0,6016,3,0,3,0
29,0,39507,1,1,0,0,15666,1,0,4,1
37,1,17748,0,3,0,2,6406,3,0,4,0
35,1,44393,0,3,1,0,18487,1,1,5,1
33,0,21329,1,2,0,0,7023,6,0,6,0
29,1,44563,1,3,1,1,17229,6,0,6,1
25,1,42538,1,0,0,2,12855,1,0,5,1
28,1,31189,1,3,1,1,13774,5,1,4,1
37,0,19387,1,3,0,0,6285,4,1,5,0
35,1,16652,1,3,0,0,7019,3,0,4,0
31,1,26441,0,1,0,0,9862,5,0,4,0
26,0,38031,0,2,0,0,11268,4,0,5,1
29,1,27864,2,3,1,0,9186,3,0,5,1
23,0,38361,1,0,0,1,10182,4,1,5,1
36,1,28382,0,0,0,2,9361,4,1,5,1
25,1,12917,2,3,0,1,3521,2,0,4,0
20,1,38618,1,0,0,0,10582,2,0,5,1
29,1,11647,3,3,0,0,3574,1,1,4,0
36,0,37057,0,2,0,0,11323,2,1,5,1
30,1,13502,1,0,1,2,3805,4,1,6,0
35,1,7726,0,1,0,1,2972,1,0,5,0
29,1,37762,1,3,0,0,10088,3,0,4,1
36,1,27724,0,2,0,1,10034,2,0,5,1
39,0,34022,3,2,1,1,15980,3,0,4,1
29,1,36037,1,1,0,0,10572,4,1,6,1
33,0,10625,0,3,0,0,4117,0,0,6,0
24,1,37665,0,1,1,0,12651,6,1,4,1
35,0,45388,0,0,1,0,15457,3,0,6,1
22,1,31318,0,3,2,0,12399,0,1,5,1
30,0,8341,3,3,2,1,2853,2,1,3,0
34,0,44398,1,3,0,1,12763,3,0,5,1
34,1,32718,0,3,0,2,11441,6,0,6,1
32,1,23655,0,3,2,0,7343,3,1,4,0
33,1,41987,0,3,0,0,16302,5,1,5,1
26,0,45385,2,3,0,1,16866,1,1,5,1
27,1,21126,1,1,0,2,6668,1,0,4,0
32,1,42960,1,3,0,0,15825,5,1,5,1
26,0,20106,2,1,0,0,6499,3,0,5,0
28,1,45609,1,1,0,0,16993,5,0,5,1
33,1,48647,0,3,0,2,19199,2,1,6,1
29,0,17883,1,0,0,1,6059,3,0,5,0
26,0,46324,0,1,0,0,16007,4,0,4,1
25,1,42623,1,0,0,1,9330,2,0,3,1
33,1,6358,0,3,0,2,2498,4,0,5,0
36,1,17020,2,3,1,0,7423,4,0,5,0
26,0,16695,2,2,0,0,5392,2,1,7,0
33,1,49855,1,0,1,2,14547,4,0,7,1
30,1,34837,2,1,0,0,10316,4,1,6,1
34,1,49524,1,0,0,0,17914,2,0,8,1
24,1,49220,2,0,1,0,14789,3,0,5,1
28,0,9153,0,2,2,2,3108,1,0,5,0
22,0,23923,1,1,1,0,8526,0,0,5,0
23,1,11299,0,0,0,1,3809,2,0,4,0
29,1,33017,1,1,1,0,9227,1,1,6,1
38,1,8161,1,0,0,2,3034,4,1,6,0
29,1,25870,0,0,0,0,9486,5,1,4,0
31,1,40695,1,2,2,1,14197,3,0,6,1
37,1,29481,0,1,1,0,10889,5,0,5,1
38,1,15117,1,3,0,0,3485,6,0,5,0
